Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
HCC827ER_EGFR	P68363	TUBA1B	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q71U36	TUBA1A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q13748	TUBA3C	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q6PEY2	TUBA3E	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q9NY65	TUBA8	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P68366	TUBA4A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	A5A3E0	POTEF	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P0CG38	POTEI	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	Q6S8J3	POTEE	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P68032	ACTC1	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P68133	ACTA1	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P60709	ACTB	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P63261	ACTG1	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	Q9BYX7	POTEKP	185|189|0|0	374	93.50	4	0|126|0|0	0.50	0.99	0.50	0.99	0.50	-136.67	2.97	0.27	
HCC827ER_EGFR	P62736	ACTA2	0|0|0|0	0	0.00	4	0|15906|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827ER_EGFR	P63267	ACTG2	0|0|0|0	0	0.00	4	0|15906|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827ER_EGFR	Q9BQE3	TUBA1C	307|275|0|0	582	145.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1455.00	0.09	
HCC827ER_EGFR	Q99615	DNAJC7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P82930	MRPS34	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P35568	IRS1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q8WX94	NLRP7	38347|55127|0|0	27938	6984.50	4	35149|57565|36662|0	0.00	0.00	0.00	0.00	0.00	-inf	0.44	0.46	
HCC827ER_EGFR	P31948	STIP1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q7Z3Y7	KRT28	213|205|0|0	418	104.50	4	0|0|171|0	0.49	0.99	0.49	0.99	0.49	-186.99	2.44	0.28	
HCC827ER_EGFR	Q7Z3Y8	KRT27	213|205|0|0	418	104.50	4	0|0|171|0	0.49	0.99	0.49	0.99	0.49	-186.99	2.44	0.28	
HCC827ER_EGFR	Q7Z3Z0	KRT25	213|205|0|0	418	104.50	4	0|0|171|0	0.49	0.99	0.49	0.99	0.49	-186.99	2.44	0.28	
HCC827ER_EGFR	P02533	KRT14	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P0DMV8	HSPA1A	64684|4452|0|0	3600	900.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	9000.00	0.09	
HCC827ER_EGFR	P0DMV9	HSPA1B	64684|4452|0|0	3600	900.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	9000.00	0.09	
HCC827ER_EGFR	O00329	PIK3CD	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P12236	SLC25A6	25407|16235|0|0	41642	10410.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	104105.00	0.09	
HCC827ER_EGFR	P05141	SLC25A5	49262|26650|0|0	10376	2594.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	25940.00	0.09	
HCC827ER_EGFR	P42336	PIK3CA	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q8WUY1	THEM6	119|0|0|0	119	29.75	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	297.50	0.31	
HCC827ER_EGFR	Q6IE37	OVOS1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q9UBL6	CPNE7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q9HCH3	CPNE5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q86YQ8	CPNE8	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	O95741	CPNE6	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q96A23	CPNE4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q8IYJ1	CPNE9	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q96FN4	CPNE2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	O75131	CPNE3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P49411	TUFM	37103|40573|0|0	12140	3035.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	30350.00	0.09	
HCC827ER_EGFR	P08581	MET	54416|50075|0|0	38955	9738.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	97387.50	0.09	
HCC827ER_EGFR	P43246	MSH2	0|31110|0|0	31110	7777.50	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	77775.00	0.31	
HCC827ER_EGFR	Q8NEG7	DENND6B	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P62258	YWHAE	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P31947	SFN	0|164|0|0	164	41.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	410.00	0.31	
HCC827ER_EGFR	P61981	YWHAG	0|164|0|0	164	41.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	410.00	0.31	
HCC827ER_EGFR	Q04917	YWHAH	0|164|0|0	164	41.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	410.00	0.31	
HCC827ER_EGFR	P63104	YWHAZ	0|164|0|0	164	41.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	410.00	0.31	
HCC827ER_EGFR	P27348	YWHAQ	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q92552	MRPS27	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q14451	GRB7	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q02978	SLC25A11	40495|53989|0|0	28948	7237.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	72370.00	0.09	
HCC827ER_EGFR	Q0VFZ6	CCDC173	38631|40874|0|0	13969	3492.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	34922.50	0.09	
HCC827ER_EGFR	Q07889	SOS1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q07890	SOS2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P22681	CBL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q05639	EEF1A2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P68104	EEF1A1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q5VTE0	EEF1A1P5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P52735	VAV2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q4G1C9	GLIPR1L2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P21860	ERBB3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q8NFI3	ENGASE	0|574|0|0	574	143.50	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	1435.00	0.31	
HCC827ER_EGFR	Q14571	ITPR2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P42224	STAT1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q75V66	ANO5	0|56645|0|0	56645	14161.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	141612.50	0.31	
HCC827ER_EGFR	P0CG48	UBC	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P0CG47	UBB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P62979	RPS27A	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P62987	UBA52	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P29353	SHC1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q7Z794	KRT77	64386|28190|440|491	27971	6992.75	4	1083|964|10093|11646	0.25	1.00	0.25	1.00	0.25	-inf	1.18	0.41	
HCC827ER_EGFR	Q86Y46	KRT73	28003|33802|0|0	61805	15451.25	4	0|0|212|177	0.50	1.00	0.50	1.00	0.50	-431.94	158.88	0.09	
HCC827ER_EGFR	P12035	KRT3	36605|47174|0|0	18243	4560.75	4	0|0|45097|31556	0.50	1.00	0.50	1.00	0.50	-inf	1.64	0.25	
HCC827ER_EGFR	Q9NSB2	KRT84	36605|47174|0|0	18243	4560.75	4	0|0|45097|31556	0.50	1.00	0.50	1.00	0.50	-inf	1.64	0.25	
HCC827ER_EGFR	Q7RTS7	KRT74	36605|47174|0|0	18243	4560.75	4	0|0|45097|31556	0.50	1.00	0.50	1.00	0.50	-inf	1.64	0.25	
HCC827ER_EGFR	Q3SY84	KRT71	36605|47174|0|0	18243	4560.75	4	0|0|45097|31556	0.50	1.00	0.50	1.00	0.50	-inf	1.64	0.25	
HCC827ER_EGFR	Q14CN4	KRT72	36605|47174|0|0	18243	4560.75	4	0|0|45097|31556	0.50	1.00	0.50	1.00	0.50	-inf	1.64	0.25	
HCC827ER_EGFR	O95678	KRT75	16677|63281|0|0	14422	3605.50	4	1134|1014|212|177	0.50	1.00	0.50	1.00	0.50	-inf	5.68	0.24	
HCC827ER_EGFR	Q5XKE5	KRT79	16677|63281|0|0	14422	3605.50	4	1134|1014|212|177	0.50	1.00	0.50	1.00	0.50	-inf	5.68	0.24	
HCC827ER_EGFR	P05787	KRT8	7820|13563|0|0	21383	5345.75	4	344|298|212|177	0.50	1.00	0.50	1.00	0.50	-inf	20.74	0.09	
HCC827ER_EGFR	P13647	KRT5	25526|5205|0|0	30731	7682.75	4	0|0|54414|43674	0.00	0.00	0.00	0.00	0.00	-inf	0.94	0.46	
HCC827ER_EGFR	P08729	KRT7	46511|47711|0|0	28686	7171.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	71715.00	0.09	
HCC827ER_EGFR	Q06124	PTPN11	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P17066	HSPA6	1305|5735|0|0	7040	1760.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	17600.00	0.09	
HCC827ER_EGFR	P48741	HSPA7	61178|4328|0|0	65506	16376.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	163765.00	0.09	
HCC827ER_EGFR	P53680	AP2S1	34460|0|0|31013	65473	16368.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	163682.50	0.09	
HCC827ER_EGFR	P69905	HBA1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P40763	STAT3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	A6NK06	IRG1	0|0|0|0	0	0.00	4	33971|56133|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.00	0.46	
HCC827ER_EGFR	Q86WR7	PROSER2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P02768	ALB	0|0|0|0	0	0.00	4	0|0|285|254	0.00	0.00	0.00	0.00	0.00	-600.37	0.00	0.46	
HCC827ER_EGFR	P78527	PRKDC	0|0|0|0	0	0.00	4	202|0|0|0	0.00	0.00	0.00	0.00	0.00	-221.69	0.00	0.46	
HCC827ER_EGFR	P35527	KRT9	57648|22742|0|0	14854	3713.50	4	0|348|0|0	0.50	1.00	0.50	1.00	0.50	-385.38	42.68	0.09	
HCC827ER_EGFR	P04626	ERBB2	17408|0|0|0	17408	4352.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	43520.00	0.31	
HCC827ER_EGFR	O00264	PGRMC1	65243|64813|0|0	64520	16130.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	161300.00	0.09	
HCC827ER_EGFR	P12235	SLC25A4	59319|58932|0|0	52715	13178.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	131787.50	0.09	
HCC827ER_EGFR	P43304	GPD2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q8NDL9	AGBL5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P68371	TUBB4B	62061|13779|0|0	10304	2576.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	25760.00	0.09	
HCC827ER_EGFR	Q13885	TUBB2A	37926|39602|0|0	11992	2998.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	29980.00	0.09	
HCC827ER_EGFR	Q9BVA1	TUBB2B	37926|39602|0|0	11992	2998.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	29980.00	0.09	
HCC827ER_EGFR	Q13509	TUBB3	35044|0|0|0	35044	8761.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	87610.00	0.31	
HCC827ER_EGFR	Q06830	PRDX1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q13162	PRDX4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P46109	CRKL	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P07355	ANXA2	42944|35362|0|0	12770	3192.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	31925.00	0.09	
HCC827ER_EGFR	A6NMY6	ANXA2P2	17421|8618|0|0	26039	6509.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	65097.50	0.09	
HCC827ER_EGFR	Q9GZT3	SLIRP	248|28874|0|0	29122	7280.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	72805.00	0.09	
HCC827ER_EGFR	P62249	RPS16	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P14678	SNRPB	63356|18314|0|0	16134	4033.50	4	10853|775|0|0	0.50	1.00	0.50	1.00	0.50	-inf	1.39	0.27	
HCC827ER_EGFR	Q8TD57	DNAH3	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q58FF7	HSP90AB3P	300|295|0|0	595	148.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1487.50	0.09	
HCC827ER_EGFR	Q9Y2R5	MRPS17	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q58FG0	HSP90AA5P	37925|177|0|0	38102	9525.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	95255.00	0.09	
HCC827ER_EGFR	P98077	SHC2	32672|45809|0|0	12945	3236.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	32362.50	0.09	
HCC827ER_EGFR	Q99611	SEPHS2	16107|0|0|0	16107	4026.75	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	40267.50	0.31	
HCC827ER_EGFR	P11802	CDK4	0|185|0|0	185	46.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	462.50	0.31	
HCC827ER_EGFR	P08779	KRT16	0|0|0|0	0	0.00	4	310|286|0|0	0.00	0.00	0.00	0.00	0.00	-664.39	0.00	0.46	
HCC827ER_EGFR	Q9NS86	LANCL2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P61978	HNRNPK	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q15366	PCBP2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q13191	CBLB	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q4G0P3	HYDIN	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q6P1M0	SLC27A4	49748|46232|0|0	30444	7611.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	76110.00	0.09	
HCC827ER_EGFR	P51648	ALDH3A2	29783|0|0|0	29783	7445.75	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	74457.50	0.31	
HCC827ER_EGFR	P13646	KRT13	0|0|35099|38142	7705	1926.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	19262.50	0.09	
HCC827ER_EGFR	Q8IXB1	DNAJC10	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P04350	TUBB4A	325|213|0|0	538	134.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1345.00	0.09	
HCC827ER_EGFR	P62269	RPS18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P62829	RPL23	3476|44723|0|0	48199	12049.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	120497.50	0.09	
HCC827ER_EGFR	P10809	HSPD1	15953|26273|0|0	42226	10556.50	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	105565.00	0.09	
HCC827ER_EGFR	Q14116	IL18	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q5T9A4	ATAD3B	268|249|0|0	517	129.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1292.50	0.09	
HCC827ER_EGFR	Q9NVI7	ATAD3A	268|249|0|0	517	129.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1292.50	0.09	
HCC827ER_EGFR	Q5T2N8	ATAD3C	268|249|0|0	517	129.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	1292.50	0.09	
HCC827ER_EGFR	P08727	KRT19	287|64072|0|0	64359	16089.75	4	352|323|357|373	0.25	1.00	0.25	1.00	0.25	-inf	45.81	0.31	
HCC827ER_EGFR	P05783	KRT18	0|22119|0|0	22119	5529.75	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	55297.50	0.31	
HCC827ER_EGFR	P0CG39	POTEJ	34316|35980|0|0	4760	1190.00	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	11900.00	0.09	
HCC827ER_EGFR	O43196	MSH5	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	P63173	RPL38	233|37100|0|0	37333	9333.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	93332.50	0.09	
HCC827ER_EGFR	Q6URK8	TEPP	58460|10320|45491|49283	32482	8120.50	4	0|0|0|0	1.00	1.00	1.00	1.00	1.00	inf	81205.00	0.00	
HCC827ER_EGFR	Q99456	KRT12	253|289|0|0	542	135.50	4	296|278|280|315	0.00	0.00	0.00	0.00	0.00	-inf	0.46	0.46	
HCC827ER_EGFR	P19012	KRT15	20832|47026|0|0	2322	580.50	4	1836|45336|10939|18040	0.50	1.00	0.50	1.00	0.50	-inf	0.22	0.26	
HCC827ER_EGFR	Q04695	KRT17	20832|47026|0|0	2322	580.50	4	1836|45336|10939|18040	0.50	1.00	0.50	1.00	0.50	-inf	0.22	0.26	
HCC827ER_EGFR	A6NNZ2	NA	0|129|0|0	129	32.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	322.50	0.31	
HCC827ER_EGFR	Q3ZCM7	TUBB8	0|129|0|0	129	32.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	322.50	0.31	
HCC827ER_EGFR	Q9H4B7	TUBB1	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q9NP72	RAB18	0|23044|0|0	23044	5761.00	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	57610.00	0.31	
HCC827ER_EGFR	Q86SQ7	SDCCAG8	2658|50829|0|0	53487	13371.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	133717.50	0.09	
HCC827ER_EGFR	Q2M243	CCDC27	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q96K76	USP47	45895|34685|0|0	15044	3761.00	4	54225|52209|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.37	0.45	
HCC827ER_EGFR	Q15165	PON2	47240|44975|0|0	26679	6669.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	66697.50	0.09	
HCC827ER_EGFR	Q9BYK8	HELZ2	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q16543	CDC37	47151|48154|0|0	29769	7442.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	74422.50	0.09	
HCC827ER_EGFR	Q8WXH0	SYNE2	50913|49189|0|0	34566	8641.50	4	64108|49002|0|0	0.00	0.00	0.00	0.00	0.00	-inf	0.73	0.45	
HCC827ER_EGFR	Q9UJM3	ERRFI1	29201|19298|0|0	48499	12124.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	121247.50	0.09	
HCC827ER_EGFR	O00461	GOLIM4	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	Q05655	PRKCD	0|0|0|0	0	0.00	4	0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.32	0.00	0.46	
HCC827ER_EGFR	A1L190	SYCE3	53876|22807|0|0	11147	2786.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	27867.50	0.09	
HCC827ER_EGFR	P16144	ITGB4	28709|0|0|0	28709	7177.25	4	0|0|0|0	0.25	1.00	0.25	1.00	0.25	-0.32	71772.50	0.31	
HCC827ER_EGFR	O95816	BAG2	30603|8820|0|0	39423	9855.75	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	98557.50	0.09	
HCC827ER_EGFR	Q99623	PHB2	15989|18840|0|0	34829	8707.25	4	0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.32	87072.50	0.09	
